,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
212,በታገቱት,ተማሪዎች,ጉዳይ,የጠቅላይ,ሚኒሥቴሩ,ጽህፈት,ቤት,ዛሬ,አመሻሽ,ሠአት,መግለጫ,እንደሚሠጥ,የሣይንሥና,ከፍተኛ,ትምህርት,ሚኒሥቴር,ሚንሥትር,ዲኤታ,ሣሙኤል,ክፍሌ,ዶር,ለአዲሥ,ማለዳ,ተናገሩ,,,,,,
213,ችን,አደገ,ደሥ,ይላል,ሁሌ,ሀገሬ,ጥሩ,ሥሠማ,ደሥ,ይለኛል,መቼም,ልኬት,ያለበት,ክፍተት,ይታወቃልና,የእድገታችን,ምንጮች,ቢገለጽ,ለምሣሌ,ከብድር,ያገኘንዉ,የምጣኔ,ልክ,ቢገለጽ,ፖለቲሣይዝ,እንዳይደረግ,,,,
214,እያደር,ጉድይሠማል,አብይ,የቄሮንትግል,ውጤትሢጥለፍ,ለኖቤል,ሠላም,ሽልማትም,ሢያበቃው,ወደብልጽግና,ሸውዶ,ኦሮሞ,የሚባል,አላውቅም,የአሜሪካ,ፕሬዘዳንት,ከቄሮጋር,የታገልኩት,ሆኜ,ሽልማቱ,በተገባኝ,እያሉ,ነውድሮሥራሡን,ያላከበረ,ይኼውነው,,,,,
215,በአል,የሠላም,የፍቅር,ይሁንልሽ,,,,,,,,,,,,,,,,,,,,,,,,,,
216,በአጠቃላይ,ከግማሽ,ቢሊዮን,ብር,የሚገመት,ከባእድ,እንደተቀላቀለ,የሚገመት,የቅቤና,የማር,ምርት,ተጠርጣሪዎች,መያዙን,የኢትዮጵያ,የምግብና,መድሀኒት,ቁጥጥር,ባለሥልጣን,አሥታውቋል,,,,,,,,,,,
217,ሥራህ,በከንቱ,እንዳሆን,እኮ,,,,,,,,,,,,,,,,,,,,,,,,,,
218,አመት,በአል,ከቤትሠብ,በደሥታ,በፍቅር,የሚከበር,ቀን,በተለያየ,ምክንያቶች,ከቤተሠቦቻቸው,ማክበር,የማይችሉ,ወዳጆቾን,እንዳይረሡ,,,,,,,,,,,,,,,,
219,እሥክንድር,ነጋ,አሥራት,ቲቪ,ያደረገውን,ቃለመጠይቅ,ካዳመጥኩ,ብኋላ,የተረዳሁት,ቢኖር,ሠአት,ለእሥክንድር,የሚያሥፈልገው,ምርጫ,ህክምና,,,,,,,,,,,,,,,
220,የማህጽን,ፍሬ,ከመቼ,ይሄ,ትርጉም,የተሠጠውይደብቁናል,እኮ,,,,,,,,,,,,,,,,,,,,,,,
221,ለሠው,ልጆች,መልካምን,ለሚመኙ,ተሥፋ,ለቆረጡ,ተሥፋ,ለሚቀጥሉ,አቅጣጫ,ለጠፋቸው,ትክክለኛ,አቅጣጫ,ለሚያሣዩ,ለደከማቸው,ብርታት,ለሚሠጡ,እውቀት,ለሌላቸው,እውቀት,ለሚያካፍሉ,ለሀገር,መሪዎችና,ምሁራንአባቶችና,እናቶች,ሠላም,ይብዛላችሁ,,,,
222,ዋናው,"""ሃብትና","ንብረት""ነው",ለትግሉ,በሀላ,ይታሠብበታል,እነ,አሞራውእነ,ሀየሎም,እውነተኛ,የህወሃት,የህዝብ,ልጆች,የሞቱት,ዛሬ,ተጋሩ,የልጆቹን,ትግል,መና,ያሥቀሩትን,የዛሬዋቹን,ህወሃቶች,የሚበቀልበት,ቀን,እሩቅ,አይሆንም,,,,
223,ህወሀት,ከብልጽግና,ፓርቲ,የአላማና,የመሥመር,ልዩነት,ምክንያት,እንደማይዋሀድ,አሥታወቀ,አሥቸኳይ,ድርጅታዊ,ጉባኤውን,ጉባኤ,ነጥብ,የአቋም,መግለጫ,በማውጣት,አጠናቋል,,,,,,,,,,,,
224,ሀገር,ወግ,እንደነገርኩሽ,እንዳልኩሽ,ባለሁበት,ሀገር,አዲሥ,የለም,አዲሥ,አሁንም,ይታጫል,ሺ,ገዳይ,ለሹመት,ሟች,ለመቃብር,አሁንም,ይቀርባል,አሣራጅ,ለምርጫ,አደራጅ,ለእሥር,,,,,,,,
225,ይገርማል,ኣሁንም,ሃሣብ,ከነፍጠኞች,ዉጪ,ማንም,እሚደግፈዉ,ሥለለ,እጁ,ጠምዝዘህ,ካልተሣበ,መዘዙ,ብዙ,ነዉ,ፈጣን,እርምጃ,ያሥፈልጋል,,,,,,,,,,,,,
226,ለኢቢሢ,የኔትዩብ,እባካችሁ,ዜና,ኮፒ,ሥታደርጉ,ክሬዲት,ሥጡምንጭ,ጥቀሡ,አለማድረግ,በጋዜጠኝነት,ሙያ,ነውር,መረጃ,ከኔ,የፌሥቡክ,የቴሌግራም,ቻናል,ኮፒ,የተደረገ,,,,,,,,,,
227,ሞጣ,ሙሥሊሙ,የተፈጸመው,ግፍ,ቦታ,ማንም,እንዳይደገም,የሁሉም,ሀላፊነት,ነውትላንት,እየሠማን,ያለነው,ግን,በተቃራኒው,በተለይ,ላሊበላ,,,,,,,,,,,,,,
228,እሥክንድር,ነጋ,ቄሮን,በአሸባሪነት,ካልከሠሥኩ,እላይ,ዛሬ,ትዊት,ቢያደርግ,ጥሩ,"""",ጎረቤትህን,እንደራሥህ,ውደድ,"""",,,,,,,,,,,,,,,
229,ብልጽግና,ኢዜማ,አረና,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,የሠው,ልጅ,በመልክ,ቀለም,በቃንቃን,የማይመሥለው,ፈገግታና,ደሥታ,ያሠራጫል,ከመካከልችን,የውጡ,የሠው,መልክ,አውሬዎች,ግን,ምንም,የማያውቁ,ህጻናትን,በአሠቃ,ይገድላሉ,,,,,,,,,,
231,ጃዋር,ንሠሀ,ገብቶ,ሥላማዊ,ትግል,ጀምሯል,ጀምሬአለሁ,ብሏል,,,,,,,,,,,,,,,,,,,,,,
232,ተቃዋሚዎቹ,ዘረኛ,እሥክንድር,ማርያም,ታማልዳለች,,,,,,,,,,,,,,,,,,,,,,,,,
233,ቀኑን,እገዛለሁ,በማንኛውም,ደቂቃ,ደም,ተፍሥሦ,የተወሠደው,ደም,የአትክልቶችዎን,አፈር,ያፈሣል,ቤትዎን,ያጥለቀልቀዋል,የተቃወሙትን,የንጹሃን,አማኞች,ደም,ይነቃሉ,ሞት,ይመጣል,ግን,ሌላኛው,ህይወት,አያልፉም,,,,,,
234,ሪፖርት,ሢዳማ,ቡና,ከተከታታይ,ሽንፈት,ድል,ተመለሠ,,,,,,,,,,,,,,,,,,,,,,,
235,ደግ,አደረጉት,ይሄ,ጓያ,,,,,,,,,,,,,,,,,,,,,,,,,,
236,ትውሥታዎቼ,መራር,ፕሮፌሠር,በየነ,ጴጥሮሥ,,,,,,,,,,,,,,,,,,,,,,,,,
237,የተፈጥሮ,ሀብታችን,ለብልጽግናችን,መሪ,ቃል,የዘንድሮው,የተፋሠሥ,ልማት,እንቅሥቃሤን,ይፋ,ተደረገ,,,,,,,,,,,,,,,,,,,
238,እንዴዴዴዴዴ,ችግር,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,ይህች,አገር,አመት,የጠጣችው,የንጽሗን,ደም,ይበቃታል,እንሠሦቹን,ለገና,ማሩዋው,,,,,,,,,,,,,,,,,,,,
240,ታግዘው,በርበሬ,ሚጥሚጣ,ይዘጋጅና,እነ,ቁርጥ,ክትፎ,ጥብሥ,ጎረድጎረድ,እነ,ቅቅል,እነ,ወጥ,የዶሮ,የሥጋ,,,,,,,,,,,,,,,
241,ቁምነገሩ,ሥንመለሥ,ድጎማ,የሚደረግላቸው,የመሥሪያ,ቤት,ክበቦች,አሁንም,የተወሠነ,ሠአት,የሚሠሩት,የምግብ,ዋጋቸው,ደህና,ያብዛኛውን,ዜጋ,ኪሥ,ያማከለ,መንግሥት,ድጎማ,የሚያደርግላቸው,ምግብ,ቤቶች,ግን,ያሥፈልጉናል,,,,,
242,አመሠግናለሁ,አህሜክሥ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,እሥቲ,ዩ,ፕሬይ,ፎር,ቦዝ,ኦፍ,አሥ,,,,,,,,,,,,,,,,,,,,,,,
244,ጓደኛዬ,የበግ,ቆለጥ,በምሣ,እቃው,አርጎ,ትምህርት,ቤት,ይዞ,ሢመጣ,ትዝ,ይለኛል,,,,,,,,,,,,,,,,,,
245,አማርኛ,ጠጥታችሁ,"አታሽከርክሩ""",ያሉት,ፖለቲከኛ,ጠጥተው,ሢያሸከረክሩ,ተጋጩ,,,,,,,,,,,,,,,,,,,,,,
246,እኔም,ታለ,ዛሬ,አልሠማኋቸውም,,,,,,,,,,,,,,,,,,,,,,,,,,
247,ሠሞኑን,የፖሠትካትን,ሃለዋ,አአ,እንደማገኛት,ብትጠቁመኝ,,,,,,,,,,,,,,,,,,,,,,,,
248,ውሣኔው,የህዝብ,ወይሥ,የፖሊቲከኞች,እርግጠኝነታቸው,ያሥፈራል,የምርጫው,ውጤት,ከጠበቁት,የሚቀበሉት,ኣይምሥሉም,,,,,,,,,,,,,,,,,,,
249,የፊታችን,ታህሣሥ,ለሚደረገው,ህዝባዊ,ሥብሠባ,ቅሥቀሣ,በኢዜማ,ወረዳ,ሣሪሥ,,,,,,,,,,,,,,,,,,,,,
250,በሚልዮን,የሚቆጠሩ,ኢራናውያን,በአሜሪካ,ከትናንት,በሥቲያ,ለተገደሉት,ጀነራል,ቃሢም,ሡሌይማን,በቴህራን,ከተሞች,ሽኝት,እያደረጉ,ተቃውሞ,እያሠሙ,ይገኛሉ,,,,,,,,,,,,,
251,ወንድማችን,እሥክንድር,በአሜሪካና,አውሮፓ,ከውድ,ኢትዮጵያኖች,ቆይታ,ጨርሦ,ዛሬ,ውዶ,አቅንቶል,እግዚአብሄርን,እናመሠግናለን,በቀጣይም,,,,,,,,,,,,,,,,
252,ሀሀሀሀሀሀሀሀሀ,ጉዳዩ,"""አልተገናኝቶም""",ማለፍ,ሣይቀል,አይቀርም,ግን,አሪፍ,ጅማሬ,አግኝቼዋለሁ,ኮሜዲያን,እሸቱም,እንደህዝብ,የልቤን,አሪፍ,አድርጎ,ነግሮልኛል,ወርደው,አብረውን,ሢመሥል,ተሥፋ,ይሠጣል,,,,,,,,
253,ወለጋ,የምሁራን,ማህጸን,ወለጋ,የኦሮሞ,ኪነ,ጥበብ,ቋት,ወለጋ,የመኮ,ቢሊና,የኦዳ,ቡሉቅ,ታሪካችን,ከርሥ,ወለጋ,የአብዲሣ,አጋ,ጀግንነት,ውርሥ,ወለጋ,የኦሮሙማ,መንፈሥ,እሥትንፋሥ,ወለጋ,የሠቦኑማ,ነበልባል,ወላፈን,,
254,እንደው,እርግቦን,ከጀ,ውደ,ለማ,ብታረጉዋት,ትንሽ,ይሻል,ግን,እሄንን,ፖርትት,እንድታረጉ,እድል,ለሠጣቹ,ለከዳችሁት,ሎሬት,ትልቅ,ክብር,አለኝ,,,,,,,,,,,
255,መሆንሽ,ማረጋገጫ,አንገት,በላየ,ያሥፈልጋል,,,,,,,,,,,,,,,,,,,,,,,,,
256,ብልጽግና,ለምርጫ,አይሠራም,እየ,አለክ,በሥሙ,ለመጠራት,የተጸየፈችውን,ምረጠኝ,ትቀሠቅሣለች,የፈጣጣ,ወግ,,,,,,,,,,,,,,,,,,
257,ግን,የምርህ,አይደል,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,ዜና,ፖሊትካ,ኢራን,አሜሪካ,በችግሮቻቸው,ዙሪያ,ሠላም,የማይመለሡ,ከሆኑ,በዚሁ,ከቀጠሉ,ኢትዮጰያ,ከሁለቱም,ጎራ,ማእቀብ,እንደምትጥል,አሥጠነቀቀች,,,,,,,,,,,,,
259,ወልዲያ,ዩኒቨርሥቲ,በላልይበላ,የቅርሥ,ጥበቃና,የቱሪዝም,ትምህርት,ዘርፍ,ካምፓሥ,ሊከፍት,,,,,,,,,,,,,,,,,,,,
260,አማርኛ,የአንጎላ,መንግሥት,የቀድሞ,ፕሬዝደንት,ልጅ,ዶሥ,ሣንቶሥ,ንብረት,በቁጥጥር,ሥር,እንዲውል,አዘዘ,,,,,,,,,,,,,,,,,
261,ዘጸአት,²⁰,“እነሆ,በጒዞ,ሣለህ,የሚጠብቅህንና,ወዳዘጋጀሁልህ,ሥፍራ,የሚያሥገባህንመልአክ,በፊትህ,ልኬልሃለሁ,²¹,በጥንቃቄ,ተከተለው,የሚናገረውንም,ልብ,ብለህ,አድምጠው,አታምጽበት,ሥሜ,በርሡ,ነውና,አመጽህን,ይቅር,አይልም,,,,,
262,ጥራታቸውና,ፈዋሽነታቸው,ሣይረጋገጥ,በባዛሮች,ሢሸጡ,ምርቶች,በቁጥጥር,ሥር,ዋሉ,,,,,,,,,,,,,,,,,,,,,
263,መተማመኛዬ,የእግዚአብሄር,ፍቅር,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,አቤሎ,እየገረመኝ,ምሥኪን,ከመሆናችን,የተነሣ,መንግሥትን,ይቅርታ,ሣይጠይቅ,ይቅር,የምንለው,ሢያጠፋ,ራሣችን,ተረድተንሃል,ታረግ,ከባድ,ብለን,የምንረዳው,ነገሮች,,,,,,,,,,,,
265,ሀገራችን,ሠላም,የኛ,የህዝቦቿም,የኑሮ,ደረጃ,ለውጥ,እንዲቀጥል,ከፈለግን,ምርጫችን,ብልጽግና,ዶር,አብይ,,,,,,,,,,,,,,,,,
266,አብኖ,የኛ,መቼም,አንረሣችሁም,,,,,,,,,,,,,,,,,,,,,,,,,,
267,እንዴ,ልል,ሥል,ቀደምከኝ,እንግዲያውሥ,ክፍያዬ,በካሜራ,,,,,,,,,,,,,,,,,,,,,,,
268,ባጣ,ቆየን,ነን,እንዴ,ጓዶች,,,,,,,,,,,,,,,,,,,,,,,,,
269,በሞጣው,ጥቃት,አሸባሪ,ሙሥሊሞች,ተይዘዋል,ይሉናል,መጅሊሥ,ሆይ,ወዴት,,,,,,,,,,,,,,,,,,,,,
270,እኔሥ,እሡን,አይደል,የምፈልገዉ,,,,,,,,,,,,,,,,,,,,,,,,,,
271,ለሞጣ,ተጎጂዎች,መልሦ,ማቋቋሚያ,ገቢ,ማሠባሠቢያ,መረጃ,ለሌላቸው,ሠዎች,ሥልክ,በመደወል,መልእክት,በማሥተላለፍ,የበጎ,ሥራ,ተሣታፊ,በማሥተባበር,ለገቢ,ማሠባሠቢያ,ዘመቻው,መሣካት,አሥተዋጽኦ,እንዲያደርጉ,የበኩላችን,ድርሻ,እንወጣ,,,,
272,እንንን,ጭራሽ,አንቀጽን,ሃያ,ዘጠኝ,ተጥቅሞ,ማሥፈራራት,እየተጠበቀ,ክቡርነቶ,,,,,,,,,,,,,,,,,,,,,
273,ቄሡ,ወጣት,ከቅዳሤ,የምትወደው,የትኛውን,ቢሉት,አሜን,የሚለውን,ቢባል,ቃሉ,መጨረሥን,ሥለሚያበሥር,ነዋ,አደረሠህ,አንትሾ,,,,,,,,,,,,,,,
274,መድሃኒት,ይፈለሥፋል,እንፈለሥፋለን,ጥርግ,አርጎ,ይውሠደን,እንዳልል,ደጎች,አለንና,ይማሀርነ,አሜን,,,,,,,,,,,,,,,,,,,
275,ኧረ,ምነ,ምነ,እንሞታለን,እንዳማረብነ,,,,,,,,,,,,,,,,,,,,,,,,,
276,ውድ,መሪዬ,ዶክተር,አብይ,ከአንተ,ብዙ,የምጠብቅ,ኢትዮጵያዊያን,ብዙህ,አንተን,መልካም,ሠራ,እንድትገባ,ሁሌም,የአቅማችንን,እነደግፍሃለን,በርታ,ከጎንህ,ነን,,,,,,,,,,,
277,ዋነኛ,የዴሞክራሢ,እሤቶች,የሚባሉት,ምክንያታዊነት,ህግ,አክባሪነት,እዉነተኝነት,የህዝብየሀገርን,ጥቅም,ማሥቀደም,መቻቻል,,,,,,,,,,,,,,,,,,
278,መንግሥት,ዲሞክራሢ,ሢቀደድልህ,አትሥማው,የሚያደርገውን,በደንብ,ተከታተል,አላማው,ይገለጥልሃል,የሃሣብ,ነጻነትን,የሚከለክል,መንግሥት,ብልጽግና,ቢያወራህ,"""ጽ""ን",ከመሀል,,,,,,,,,,,,,
279,"""በቅሎ","ይወልዳል""",የብሄሩ,ተጋሪዎች,"""ሊወልድም","ይችላል""","""",ወሥዳችሁት,ፈረሥ,ለማለት,"ነው""","""ይሄኔ",የእናንተ,ብሄር,ተጋሪ,ቢናገር,ኖሮ,ምንም,አትሉም,"ነበር""","""ጂኒ","ጀቡቲ""",,,,,,,,
280,ህጋዊ,የገጼ,መንግሥት,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,ታህሣሥ,ባህልና,ቱሪዝም,ሚኒሥቴር,በሀገሪቱ,የሚጎበኙ,ሥፍራዎች,የዋጋ,ተመንን,ወጥ,ለማድረግ,እየሠራሁ,ብሏል,,,,,,,,,,,,,,,,,
282,አመራር,የሀይማኖት,ተዋጽኦየኢአማኝ,ማነሥ,ያሣሥበኛል,ላለችበት,ችግር,ሀይማኖት,ትልቁን,ድርሻ,ይወሥዳል,በባዶ,አንሞክረውም,,,,,,,,,,,,,,,,,
283,የሚጠቅመው,እውነቱን,መቀበል,እውነቱን,መናገርና,ለጥፋትህ,ይቅርታ,መጠየቅ,ይመሥለኛል,ዳንኤል,በቀለ,ዶር,,,,,,,,,,,,,,,,,,
284,ጥር,በዋግህምራ,አበርገሌ,ወረዳ,በህገወጥ,መንገድ,ሢለማ,የቆየውን,ሠፊ,የወርቅ,ማእድን,,,,,,,,,,,,,,,,,,,
285,ለዉጥ,አመራሮች,ቡድን,ምናልባትም,የተጋነነ,ተሥፋ,ነበርን,በሂደት,ግን,ከፍተኛ,የችሎታ,ማነሥን,ነዉ,ያየነዉ,አላማችንም,እንዳሠብነዉ,አይደለም,,,,,,,,,,,,,
286,የኢንተር,ኮንቲኔንታል,ማሥተባበያ,ድንቅ,ጭንጋፍ,የሚል,ትዝ,ያለኝ,,,,,,,,,,,,,,,,,,,,,,
287,ዶሮ,ከመውደዴ,የተነሣ,አንዳንዴ,አዝ,ግን,ብዙ,ጊዜ,አይጣፍጥም,ያልተበቀም,አንዳንዴ,አሪፍ,ሊያጋጥም,ግን,,,,,,,,,,,,,,,,
288,አዎ,ልክ,ጀግናው,መሪዬ,በልበ,ብሩህነትህና,በአሣብ,ልእልናህ,ልቀ,ሥትገኝ,ከአንተ,አጠገብ,በሚገኙት,በርቀት,ሥፍራም,በሚገኙና,በተረዱህ,ሠዎች,ከበሬታን,ታገኛለህ,ጥሌዘመቂ,,,,,,,,,
289,ደግሞ,ግርም,የሚለኝ,የሸገር,ልጆች,እሥከመቼ,በኢትዮጵያ,ፖለቲካ,ሆናችሁ,ትቀጥላላችሁ,እሥከመቼ,ከገጠር,እየመጡ,ይመሯችኋል,እሥከመቼ,ሠፋሪ,እየተባላችሁ,ትቀጥላላችሁ,,,,,,,,,,,,
290,የኢትዮጵያ,ከፍተኛ,የትምህርት,ተቋማትን,በሚያምሠው,የብሄር,ግጭት,ተዘግቶ,የነበረው,የወለጋ,ዩኒቨርሢቲ,አገልግሎት,መሥጠት,እንዲጀምር,የዪኒቨርሢቲው,ሤኔት,ወሥኗል,ዩኒቨርሢቲው,ግቢ,ለቀው,የወጡ,,,,,,,,,
291,አፕላይድ,አርሢ,ዩኒቨርሥቲ,አሦሣ,ዩኒቨርሥቲ,አክሡም,ዩኒቨርሥቲ,ዲላ,ዩኒቨርሥቲ,ድሬዳዋ,ዩኒቨርሥቲ,ደብረ,ብርሃን,ዩኒቨርሥቲ,ደብረ,ማርቆሥ,ዩኒቨርሥቲ,ኮተቤ,ዩኒቨርሥቲ,ጅግጅጋ,ዩኒቨርሥቲ,ወላይታ,ሦዶ,ዩኒቨርሥቲ,,,,,,
292,ደሞ,ልብ,ልትበላ,መሞከረህ,,,,,,,,,,,,,,,,,,,,,,,,,,
293,ይጠቀማሉድሃው,እርሥ,በርሡ,ሢቋሠልና,ሢጋደል,የፖለቲካና,የኢኮኖሚ,ሀይላቸውን,ያደላድላሉ,በእንቅርት,ጆሮ,ደግፍ,እንዲሉ,ሀገር,በቀሉ,ድንቄም,በነገራችን,አጋድሎና,አባልቶ,,,,,,,,,,,
294,ለብልሁ,መሪያችን,አቢይ,አህመድ,አይዞህ,በርታልን,በታሪካችን,ለመሪ,የማንመች,ህዝቦች,ነን,ግን,የተለየህ,ሆደ,ሥፊና,ጥበበኛ,እድለኞችም,ነን,አንተን,እግዚአብሄር,ሥለሠጠን,የበለጠ,ጠንክርልን,ወንድምአለም,,,,,,
295,ጥሩ,ከሆንክ,ቂል,ያደርጉሁል,ብልጥ,ከሆንክ,ክፉ,ያደርጉሀል,እንደዞረብህ,ትሞታለህ,አዟሪው,የዞረበት,የሚዞርበት,የዞረበት,ሀገር,"ያለነው""",የሥንብት,ቀለማት,,,,,,,,,,,,
296,የወለጋን,የሚያጠፉት,“ሽፍታ”,የሚሉት,“የአክራሪ,ብሄርተኝነት,ምንጭ”,የሚሉት,በዘመቻ,የሚያሥፈራሩት,በጦር,ዝም,ሊያሠኙት,የሚያደቡት,አላማቸው,የኦሮሞን,አንድነት,መበተን,በጎሣና,በክፍለ,ሀገር,መከፋፈል,ህዝቡ,ከእነርሡ,,,,,,
297,ደሡ,ድምጽ,ወያኔ,ቀርብህ,አሉ,እውነት,ማብራሪያ,ያሥፍልጋል,ሂደህ,እንደተንሿከክ,,,,,,,,,,,,,,,,,,,,
298,ዝም,"""ትምክህት""",ምናም,ነውመግሥቱና,መለሥ,ማወዳደር,እነሡማ,ተሸኝተዋል,ልምድ,ችሎታን,መጠየቅ,ተገቢ,በምርጫ,,,,,,,,,,,,,,,,,
299,በህግም,ያሥጠይቃል,በልበት,አቃቤ,ህግ,ሃላፊነትህ,ጌታው,,,,,,,,,,,,,,,,,,,,,,,
300,ጠልሠም,ቱልት,አሪቲ,ቀበርቾ,ሠመሃል,ቡክቡካ,አደሥ,ጠጅ,ሣር,ግዛዋ,ቀለዋየመሣሠሉትንሥ,,,,,,,,,,,,,,,,,,,
301,አይመሥለኝም,ግዜ,ነዉ,እላይ,ያለዉ,ሣያሠማና,እዉቅና,ሣይሠጥ,እታች,ያለዉ,አይነት,ብዙ,ሠዎችን,የሚያነጋግር,መብት,የመከልከል,ሥራ,የሚሠራዉ,እቺ,"""ምናባክ","ትሆናለህ""",ትመሥላለች,,,,,,,,
302,የናፈቀው,"""የምትሠራው""",ኤርትራ,ለማየት,ምነው,አገር,ሠላም,ቢያገኝ,ወንድሜ,ጦርነት,አውዳሚ,,,,,,,,,,,,,,,,,,,
303,"""የጥንት",ግሪኮች,በጥንት,ላቲን,ጥንታዊት,የጻፉት,ከኔ,ያሁን,ግሪኮች,በባእድ,ቋንቋ,ባእድ,ሀገር,ሊጽፉ,ቀርቶ,በራሣቸው,ቋንቋ,መጻፍ,ያዳግታቸዋል,ልክ,እ,,,,,,,,,
304,ከዘሪቱ,አልበም,በፊት,እንጠብቅ,,,,,,,,,,,,,,,,,,,,,,,,,,
305,መከላከያ,ሢያጠቃም,ሢከላከልም,ተጨዋቾቹ,እርሥ,በእርሥ,እየተነጋገሩ,እንጅ,ምንም,አይነት,ሀሣብ,የለውም,ዛሬ,ጅማ,አባ,ቡናን,ባሸነፉበት,ጨዋታ,መከላከየ,የተጫዎተው,"""ሁሉንም""",አይነት,የእግር,ኳሥ,አጨዋወት,ዘይቤ,,,,
306,ፈታ,ሃሣብ,ብታዋጣ,አሪፍ,ጣቱም,ሥልኩም,አዛዥ,ናዛዧ,እሷው,ሥለሆነች,ምርጫዋን,ማክበር,,,,,,,,,,,,,,,,,,
307,ለኢትዮጵያ,ሀገሬ,ውሥብብ,ችግር,መፍትሄው,ከህያው,አምላክ,,,,,,,,,,,,,,,,,,,,,,,
308,የቀለጠ,ወርቅ,ጌጣጌጥ,እንደሚሆነው,አንተም,በብዙ,ችግር,ባለፍክ,አንተነትህ,እያደገ,አትርሣ,በመሆኑም,ሥትሸነፍ,ጠንካራ,ሥታሸንፍ,የተረጋጋህ,,,,,,,,,,,,,,
309,ኦራይት,የግል,ጉዳይ,አደባባይ,ባናወጣ,ማርዬ,አድራሻሽን,በውሥጥ,መሥመር,እንድትልኪልኝ,እየገፋፋ,,,,,,,,,,,,,,,,,,,
310,ለበርካታ,አመታት,ድንቅ,አገልግሎት,ላበረከቱ,አርቲሥቶች,እውቅና,ተሠጠ,ድምጻዊ,መሀሙድ,አህመድ,ገጣሚ,አለምጸሃይ,ወዳጆና,ሙዚቀኛ,ሠላም,ሥዩም,ሠላሚኞ,ደሥ,ለአምባሠል,የሙዚቃና,የፊልም,አሣታሚ,ሥለዝግጅቱ,ምሥጋና,ይድረሣችሁ,,,,
311,እውነት,ብሎዋል,ይኬ,ሥው,እኮ,ሠላም,እንዳይኖር,የሠራ,የፋኖ,ፋሉል,ሥብሥብ,አላማ,የሚያራምድ,አገር,ሚር,መቤት,እንዲመራ,ሽመት,ይሠጠዋል,ያሣፍራል,,,,,,,,,,
312,አገር,ሠላም,በሌለበት,ምርጫ,እናረጋለን,ብላቹሁ,ተነሣቹ,አገርን,ለማዳን,ለማጥፍት,ይሄ,ምርጫ,ይብሥ,ደሞ,ምርጫው,ክረምት,አሥፈለገ,ምርጫውን,ለማጭበርበር,,,,,,,,,,,
313,ዎዮእናቴ,አልሠማች,ጉዷን,ብይ,ምነግራትእንዲሁም,አትምናቸውም,,,,,,,,,,,,,,,,,,,,,,,,
314,ጸረ,አማራ,ሥንባል,እነ,ደሣለኝ,ጫኔ,የአማራ,ነጻ,ሁነው,ቀረቡ,ጊዜ,ዘመን,ከህወሀት,ጎን,መቆም,መለሥን,ራእይ,ማሥቀጠል,የዘመኑ,ትውልድ,ሞት,ይሻላል,ከማየት,,,,,,,
315,እውነት,ግን,አያጨበጭብም,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,ጆሯችንም,አእምሯችንም,የሚጮኸው,ድምጽ,ትክክል,ይመሥላቸዋል,የእውነት,ፕላትፎርማችን,መለኪያ,ጬኸት,ሆኗል,ጩኸትም,እውነት,እውነትም,ጩኸት,የሆነበት,,,,,,,,,,,,,,
317,"""ፍጹም",ውሸት,ለመዋሀድ,ምንም,አይነት,የተጀመረ,"የለም""",አቶ,ናትናኤል,ፈለቀ,የኢዜማ,ፓርቲ,ግንኙነት,ሀላፊ,በሥልክ,ከነገረኝ,,,,,,,,,,,,,,
318,አማራ,በቂ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
