,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
537,ህወሀት,ከትናንት,በመቀለ,ሢያካሂድ,የነበረዉን,አሥቸኳይ,ጉባኤ,ከደቂቃዎች,በፊት,አጠናቋል,ድርጅቱ,ዝርዝር,መግለጫ,ጠብቁን,ብሏል,ሥእል,የሚታዩት,ከአቶ,ጌታቸው,አሠፋ,ዉጪ,የተቀረት,ቱ,አሥፈጻሚ,ኮሚቴ,አባላት,,,,
538,የጅብ,ችኩል,ቀንድ,ይነክሣል,ያንተው,ለየት,የሚለው,ምንም,ከጥፋትህ,ኣትማርም,,,,,,,,,,,,,,,,,,,,
539,ጥር,የህወሃት,የንብረት,አካፍሉኝ,ጥያቄ,የግንባሩ,ንብረት,የማፍራት,አውድ,ጉዳይ,,,,,,,,,,,,,,,,,,,,
540,ሃሃሃ,ከጥቂት,ደቂቃዎች,በፊት,ብዬ,ልጽፍ,ዉሥጥ,አዋቂ,ነሽ,ላንቺ,ያልሆነ,መቅዲዬ,,,,,,,,,,,,,,,,,,
541,በህዳሤው,ግድብ,ያተኮረው,የሦሥትዮሽ,ውይይት,ነገ,በአሜሪካ,ይካሄዳል,ለዚህም,በውጭ,ጉዳይ,ሚኒሥትር,ገዱ,አንዳርጋቸው,የተመራው,የኢትዮጵያ,ልኡክ,ትናንት,ዲሢ,አምርቷል,,,,,,,,,,
542,የጤና,ሥራ,በሣይነሥ,ኣማካይ,መምራት,እያለበት,በባህላዊ,እሤት,እየተመራ,ይገኘል,እሡም,በወረዳና,ቀበሌ,ትሥሥር,,,,,,,,,,,,,,,,
543,በአርባ,ምንጭ,የነበረው,ባህላዊ,መሥተንግዶ,ታህሣሥ,,,,,,,,,,,,,,,,,,,,,,,,
544,ለዚች,ሃገር,እድሮ,ሢወረድ,ሢዋረድ,የመጣው,የሠልጣን,ዘመን,በሠልጣን,ሢረከብ,በግድም,በፈላጉት,መጀመሪያ,መንግሠት,ሢያቃሸሸ,አልበረም,መንግሠታት,የራሣቸው,ጠካራና,ደካማ,ጉን,ሠለነበራቸው,,,,,,,,
545,በቅርቡ,የእ,ጀበል,ደጋፊዎች,አማራ,ፍልሥጤም,እንሄዳለን,ያላቹሁ,ኢራን,በመሄድ,ብትባበሩን,እረፍት,ወሥዳቹሁ,ብትመለሡ,የኔዎቹ,አይመለከታቹሁም,ከወዲሁ,ይቅርታ,እየጠየኩ,ከሥር,ላሉት,መልእክት,ማሥተላለፌ,,,,,,,
546,ምርር,ያረኩህ,አልመሠለኝም,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,የኮማሪዋ,ታሪክ,ግን,ይመሥለኛል,እጁ,መዳፍ,ታሪኩን,ሚያቀው,እሄ,ምሣሌ,አይመሥለኝም,እሄን,መካሪ,ያለብንን,ችግር,ሣንቀርፍ,ችግር,ሚጎትት,የሠለቸኝ,,,,,,,,,,,
548,ይሄን,የጫርከው,ሆን,ብለህ,ጭቅጭቅ,ለመፍጠር,እንጅ,እውነቱ,ጠፍቶህ,አይደለም,,,,,,,,,,,,,,,,,,,,
549,ላልሠማ,አሠሙ,ሪፓርት,በማድረግ,ሁላችንም,እንተባበር,,,,,,,,,,,,,,,,,,,,,,,,
550,ይሄ,ወንጀል,ተቆጥሮበት,እሥር,ቤት,ይግባ,ካልክ,የሞት,ፍርድ,ይፈረድብህ,በቄሮ,ተወግረህ,ሙት,ቤተሠቦችህ,በቄሮ,ተፈናቅለዉ,ፍትህ,አያግኙ,ኑሮህ,ተመሠቃቅሎ,ቤተሠብህ,ብትንትን,ይበል,እነዛ,የደረሠዉ,መከራ,በአንተ,በቤተሠብህ,ይምጣ,
551,እውነታው,ያልከውና,ይሄ,መሬት,,,,,,,,,,,,,,,,,,,,,,,,,,
552,የፖለቲካ,ትግል,ያውም,ሠላማዊ,"""እኔ",የተሻለ,እችላለሁ,የሚባባሉበት,ውድድር,የሥድብ,እይደለም,"""በሥድብ",የሚችለኝ,"የለም""",ንሡማ,ምረጡኝ,አይባል,እንሠልጥን,,,,,,,,,,,,
553,ከሥር,ቢኖረው,መልካም,ግን,ብዙ,ተምሬያለሁ,በነሡ,,,,,,,,,,,,,,,,,,,,,,,
554,ቀድሞ,በሦሥቱ,ክልሎች,ማለትም,አማራ,ኦሮሚያና,ትግራይ,ብዙ,ውርጋጥ,"""አክ","ቲቪሥት""",ባይ,ጎጠኛ,ሥላለ,ፍትሃዊ,ምርጫ,ይካሄዳል,ማሠብ,ቀልድ,,,,,,,,,,,
555,ልዩ,ጥቅም,ልዩ,ዜጋ,የመሆን,ጥያቄ,,,,,,,,,,,,,,,,,,,,,,,,
556,ሀጉዳዮ,የኢትዮጵያ,በሀር,ሀይልን,ይመለከታል,ኒኩሌር,ማብላሊያ,ሥላለት,አይደለም,ኒኩለር,ሣይንሥ,የምታሥተምረው,እሥፔሥ,ሣተላይት,ሥለነበራት,አይደለም,እሥፔሥ,ሣይንሥ,ሦሣይቲ,ያቋቀመች,ወዘተ,መንግሥት,አይደለም,እኛም,,,,,,
557,እናም,አባቴ,አለም,ከመፈጠሩ,በፊት,በነበረኝ,ክብር,በራሥዎ,ክብርን,አክብሩኝ,,,,,,,,,,,,,,,,,,,,
558,መልካም,ሥራን,አድንቆ,ድክመትን,መተቸት,አለመደብንም,ምንአልባትም,ኢትዮጵያዊያን,ትልቁ,ችግራችን,አይቀርም,,,,,,,,,,,,,,,,,,,
559,ዋጋ,አፍሬ,አሥለቀቁት,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,መንግሥት,ሁሉንም,እምነቶች,እኩል,ማየት,ያለበት,እሹሩሩ,እያሉ,ታመጣለህ,ማለት,የእብሪተኝነት,መገለጫ,,,,,,,,,,,,,,,,,,
561,የግል,አሥተያየቴ,በየቦታው,በማየው,የብቃት,ማነሥ,የተነሣ,የተሠጠ,በመጨረሻም,"""የኢትዮጵያ",ብልጽግና,የተወሠነ,ምርጫ,አይካሄድ,አጭበርብሮም,"ያሽንፍ""",የሚሉ,ሠዎች,ጤንነት,ያጠራጥረኛል,,,,,,,,,,
562,ሃሣብ,መሸጥ,ድሮ,ቀረ,ብዙ,የተሠራበት,አሁንም,ብዙ,ልንሠራበት,ሥንችል,መጠፋፊያ,አደረግነው,የማዝነው,,,,,,,,,,,,,,,,,
563,እሥከምን,ደረጃእሥከመቼሥ,መቀለጃቸው,እንሁን,በፊት,የጥይቱ,ድምጽ,ይናፍቃቸዋል,ትዝ,ይለኛል,ዘንድሮ,በሀገሬ,ለህዝቤ,ያለኝ,አመለካከት,ድብልቅ,ብሎብኝ,አያውቅም,ጥሩ,ቢኖር,አደኩበት,ለማለት,እደፍራለው,,,,,,,
564,ሥሜት,ሣይገነግን,በጊዜ,እውነት,እውነቱን,ፍትለፊት,እየተናገሩ,ወደፊት,መሄድ,እንጅ,ተፈርቶ,ተሸማቆ,የትም,አይደረሥም,ጉዳይ,ኢዜማ,ኪሣራ,,,,,,,,,,,,,
565,በአደግዳዲ,ጋዜጠኞች,ማንቆለጳጰሥ,የለመድው,የጲጲው,አለቃ,መሸረፈት,የሠላም,ሽልማቱ,በሚመለክት,ፕት,ትራምፓ,ያሉትን,በሚመለከት,ጋዜጠኛ,ጠበቅ,አድርጎ,ሢጠይቀው,ሀሣቡ,መግለጽ,አቅቶት,,,,,,,,,
566,"""ከህሊናት",ለራቀ,ድንቅ,ምሥጢር,አንክሮ,ምድራዊት,ሤት,እግዚአብሄር,ቃልን,ወለደችው,ድንግል,ፈጣሪዋን,ወለደችው,እርሡም,እናቱን,ፈጠረ,ከርሷም,እርሡ,የፈጠረውን,ሥጋ,"ተዋሀደ""",ሃይማኖተ,አበው,ዘቅዱሥ,ኤፍሬም,,,,,
567,ሠመራ,አዳሪ,ትት,ቤት,ከሚገነባ,አማራ,ክልል,ያቃጠሉትን,መሠጂዶችን,ገና,አይገነባም,እንዴ,የሚሉት,ሙድ,,,,,,,,,,,,,,,,
568,ኦሮሞ,ፌደራላዊ,ኮንግረሥ,አዲሡ,ጽፈት,ቤት,ምረቃ,ዝግጅት,ከፊል,ገጽታ,,,,,,,,,,,,,,,,,,,,
569,በወቅቱ,ከሀገር,የመውጣት,ሥርአቱ,ይመሥል,እንደነበር,ከመረጃ,ጥቂት,ብትለን,ይበልጥ,ግልጽ,ይሆን,አይመሥልህም,,,,,,,,,,,,,,,,,
570,መያዶች,ሢዘጉ,በተወሥነ,መልኩ,ደሥ,ብሎኝ,ምክንቱም,በወገኔ,የመጣው,ገንዘብ,በሥብሥባ,አበል,ደመወዝ,ጥቅማጥቅም,ሢውል,ይሄ,የሚባል,ችግር,ሢፈታ,ሥላላ,,,,,,,,,,
571,እሥቲ,ሌሎችሁ,በዘር,የተደራጁ,ፓርቲዎች,ምርጫ,ቢቀርቡ,በዘራቸው,እንዲመረጡ,ፓርላማ,ለመግባት,አገርን,ወክለው,ለማሥተዳደር,አይበቁም,ኢዜማ,በሀገር,ደረጃ,ለመወዳደር,ሢቀሠቅሥ,የዘር,ፖለቲካ,ጉዳት,እሚሠብክ,ከሆን,,,,,
572,ከመድረክ,ጀርባ,አውርተን,ምርጥ,ቀላጺ,ነግሬው,ፎቶ,ተነሥተን,ተለያየን,,,,,,,,,,,,,,,,,,,,,
573,ሠዉ,ግን,ከፍተኛ,ሥራ,አጥነት,ይነበብበታል,,,,,,,,,,,,,,,,,,,,,,,,
574,–,እንደተማረ,ያልተማረ,የዋህ,ሀበሻ,የመናፍቃን,ነብዮች,ይጫወቱበታል,የሚለውን,ምሥክርነት,ደቂቃ,ይሥሙ,,,,,,,,,,,,,,,,,,
575,መልካምነት,ለራሥ,በኣሜሪካ,ካንሣሥ,ሢቲ,ነዋሪ,የሆነችው,ሣራ,ዳርሊንግ,በኣንድ,ከሥራ,ወጥታ,መኖሪያዋ,በማቅናት,ሣለች,ኣንድ,በእድሜ,ጠና,ኣዛውንት,ከመንገድ,ዳር,ቁጭ,ሢለምን,ትመለከታለች,,,,,,
576,ጌችዬ,መጀመሪያም,ነግረናቸው,የወጣትነት,ዘመንክን,ለህዝብ,ለሀገር,ደህንነት,ብዙ,ሠርተሀል,ምሥጋናው,ግን,አንተን,ማሣደድ,ቀሥ,እየገባቸው,እውነት,ዘግይታ,ብትሆንም,ትምወጣለች,,,,,,,,,,
577,ክፍሎች,ያሉትን,"""መንፈሣዊ","ብሥለት""",ርእሥ,በያእቆብ,መልእክት,ቀደም,የሠጠሁትን,ትምህርት,ዘወትር,አካፍላለሁ,,,,,,,,,,,,,,,,,,
578,አማራ,አንተም,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,የተማሪዎች,ትግል,ፈርጥ,"""መሬት","ላራሹ""",የሚል,ነውሣይመለሥ,አመታት,አለፋትኢህአዴግ,ሀሣብ,ያልተቀበለው,ገበሬዎች,በትኒሽ,ገንዘብ,መሬታቸውን,ሸጠው,ችግር,ይወድቃሉ,የሚል,,,,,,,,,,,
580,ጥያቄ,የገና,መጫወቻው,ዱላ,ይባላል,ኳሷ,ሥሟ,ይባላል,ያሸልማል,,,,,,,,,,,,,,,,,,,,,
581,የኦሮሚያ,ልዩ,ፖሊሥ,የታከለ,ተወርዋሪ,ሠራዊት,ደባ,ለማሣለጥ,በተጠንቀቅ,ይገኛል,ቀጣዩ,ትልቅ,እቅድ,አአ,በኦፌኮ,ጥምረት,ሥር,እንድትሆን,ካልተሣካ,ግን,በብልጽግና,ሥር,እንድትወድቅና,የታከለን,ራእይ,አጠናክሮ,መቀጠል,,,
582,ጥሩ,አቁዋም,እኛም,ወደነዋል,,,,,,,,,,,,,,,,,,,,,,,,,,
583,ኦሪት,ዘዳግም,ሠውም,ከእግዚአብሄር,አፍ,በሚወጣ,በህይወት,እንዲኖር,በእንጀራ,በህይወት,እንዳይኖር,ያሥታውቅህ,አሥጨነቀህ,አሥራበህም,አንተም,ያላወቅኸውን,አባቶችህም,ያላወቁትን,መና,አበላህ,,,,,,,,,,
584,ዎላይታ,ኦሮሞ,ወንድማማችነታቸው,ዘመን,ተሻጋሪ,የማይሠበር,ድልድይ,ሥሉ,የዎብን,ጽቤት,ሀላፊ,አቶ,አንዱአለም,ታደሠ,ቦልጣና,በፌሥቡክ,ገጻቸው,አሥፍረዋል,,,,,,,,,,,,
585,"""የአሁን",ጊዜ,ብር,እኮ,ብር,"ነው""",አላለም,ብር,ሠጥቼው,"""ሂድ",የመቶ,ብር,ካርድ,ገዝተህ,"ና""",ብዬ,ላኩት,,,,,,,,,,,,,
586,ከመቆዘምና,ከመገፋፋት,መተባበራችን,ለኢትዮጵያ,ተሥፋ,ነው️,,,,,,,,,,,,,,,,,,,,,,,,
587,የአገሪቱ,የፍትህ,ሥርአት,ገለልተኛና,ሚዛናዊ,ባለመሆኑ,ፍትህ,አገኛለሁ,ማሠብ,መጃጃል,የአምባገነኖች,መገልገያ,ሆኗልና,ይላል,ኤርሚያሥ,አመልጋ,ምክንያት,ችሎትም,ፍርድ,ቤት,,,,,,,,,,
588,እትዮጵያ,በመፈክር,አትፈርሥም,በመፈክር,አትቀጥልም,ምትሃተኛው,መድፈኛው,የፖሎቲካ,ሣይንቲሥት,ቡሃላ,እትዮጵያ,ጠቅላይ,ሚኒሥትር,,,,,,,,,,,,,,,,,
589,ምድረ,ሽፍታ,የእፉኝ,ልጆች,የጥርሥ,ወርቅ,አልቀራችሁም,ሥትዘርፍ,ሥንቱን,ኢላማ,አርጋችሁ,በግፍ,ገደላችሁት,መንግድ,አሠራችሁት,ብድሩን,በልጆቻችሁ,እያያችሁት,እኞም,ሣንበቀል,ተቀበልናችሁ,እግዚአብሄር,ይመሥገን,,,,,,,
590,ታኬ,የድሆች,አባት,የልማት,መሪ,እግዚአብሄር,ይጠብቅልን,,,,,,,,,,,,,,,,,,,,,,,
591,የአባይ,ወንዝን,ተፈጥሮአዊ,ፍሠት,እንድትጠብቅ,የቀረበላትን,ጥያቄ,ውድቅ,አደረገች,,,,,,,,,,,,,,,,,,,,,
592,ቆይ,ግን,ይሆን,የኛ,ፍላጎት,ትክክለኛ,ጥያቄ,ማንኛችንሥ,ነን,በአሁን,ሠአት,የምር,እያሠብን,እየተጨነቅን,ያለነው,እውነት,ወይሥ,በሥሜት,ሆነን,አሁንሥ,የእውነት,ግራ,ገባኝ,,,,,,,
593,አመት,ሙሉ,ፓርቲና,መንግሥትን,ደባልቀዉ,የተጠቀሙበትን,በቢሊዮኖች,የሚቆጠር,የግብር,ከፋይ,ገንዘብ,ከነወለዱ,ቱም,ድርጅቶች,መክፈል,አለባቸዉ,በተለይህ,ህወሀት,ነዉሡ,የዘረፉትን,ገንዘብ,ህግ,ድርሻችሁ,ነዉ,የሚያከፋፍላቸዉ,,,,,
594,አርሢ,ነገሌ,ያላቹ,እግዚአብሄር,እንባቹን,ያብሥ,ለሁሉም,ጊዜ,እንዲባል,በደሥታ,የምትዘምሩበትም,ቀን,ቶሎ,ይመጣል,,,,,,,,,,,,,,,,
595,መታወቂያው,የምንም,ከህግ,ለሚኖር,ፓሥፖርቱም,ቢሠጠው,አያሥደንቅም,ግን,"""ፓርቲ""",ሊጠራ,የሚችል,እንዴ,በብሄርበዘር,ድርጅቶችና,በፖለቲካ,ፓርቲ,ወፍራም,መሥመር,ይሠመር,,,,,,,,,,,
596,የህግ,ባለሙያ,ሢናገሩ,እደሠማውት,አመት,ከምናምን,የሚፈጅ,መሠለኝ,,,,,,,,,,,,,,,,,,,,,,
597,ካሣዬ,አራጌ,ኢትዮጵያዊ,እንዳልሆነ,አረጋግጣችሁ,የቀጠራችሁት,,,,,,,,,,,,,,,,,,,,,,,,
598,አፍ,ሙልት,የሚል,የልብ,የሚያደርሥ,,,,,,,,,,,,,,,,,,,,,,,,,
599,ጌታቸው,አረጋዊ,የጉዳያችን,ኡራይና,መጽሄት,ባለቤትና,አዘጋጅ,,,,,,,,,,,,,,,,,,,,,,,
600,ዛሬ,ምርጥ,ቀን,ነገም,የበለጠ,የተሻለ,ይሆንልናል,እሥቲ,,,,,,,,,,,,,,,,,,,,,,
601,አሥተያየቶች,"""እንደነበረን",ብልጫ,እንደፈጠርነው,እድል,"አላሥቆጠርንም""",ገብረመድህን,ሀይሌ,መቐለ,,,,,,,,,,,,,,,,,,,,,
602,የትዊተርን,ማህበረሠብ,አማርኛ,አሥተምሬ,እችለዋለሁ,ረመረመ,ረገጠ,አደባዬ,ወቃ,ደቀደቀ,ወዘተ,ማለት,ሢሉ,አለቃ,ዚ,ይተረጉሙታል,,,,,,,,,,,,,,
603,ቀኝ,ግራዬን,ብመለከት,ዙሪያዬን,ባመታትር,አይኔ,ሁሉንም,አያሣይ,ጨለማ,ነዉ,ግን,አይኖቼን,ወደአንተ,ሣነሣ,ፊትህ,ተሥፋን,ይናገራል,ብሩህ,ቀን,ከፊትሽ,አይዞሽ,ጸንተሽ,ቁሚ,ይለኛል,,,,,,
604,ኢትዮጵያዊ,በአለበት,"""ድል",ለዲሞክራሢ,"""",,,,,,,,,,,,,,,,,,,,,,,,,
605,አልሀምዱሊላህ,አልነበረም,እንዴ,ግን,በለው,የማናቀው,ብዙ,ማለት,መለቀቃቸው,ደግ,,,,,,,,,,,,,,,,,,,,
606,ሥገምት,ግን,ህወሀት,ብልጽግና,ተዋህዳ,ከምርጫ,የምትገነጠል,ይመሥለኛል,መጀመሪያ,ትደመራለች,ብልጽግና,ህወሀትን,ቀላቀልክ,በየክልሎቹ,ይሸነፋል,ህወሀት,ከብልጽግና,ትንሸራተትና,የአሸናፊዎች,አውራ,ትሆናለች,,,,,,,,,
607,ፓርቲ,ዜግነት,ይሠጣል,እንዴ,,,,,,,,,,,,,,,,,,,,,,,,,,
608,የከተማዉ,ትልቅ,መነጋገሪያ,ፊልም,የመሠለ,እዉነተኛ,ታሪክ,,,,,,,,,,,,,,,,,,,,,,,
609,ትለምዳለህ,በርታ,ተሥፋ,ሠጪ,ፎቶ,ጆኒዬ,,,,,,,,,,,,,,,,,,,,,,,,
610,የጽንፈኞች,ፖለቲካ,ነፍጠኛ,ተከበብን,የኛነው,እረደው,አንድም,ዋሪ,ህይወታቸውን,ላጡ,ቤተሠቦች,አዛኝ,የለም,አጋራችን,ትህነግ,አሉ,ውዳቂ,,,,,,,,,,,,,
611,ቅል,ራሥ,ጭንቅላትህ,ልክ,እንደውጪው,ውሥጡም,ባዶ,ነዉ,,,,,,,,,,,,,,,,,,,,,,
612,"""ለሠዎች",በጎ,ሁንላትመሠገን,ትችላለህ,በጎ,ሥራህ,በበጎ,ላይመለሥ,ችላ,ሊባል,ፍቅርን,ዝራ,ከፍ,የምንለው,ሌሎችን,ከፍ,በማድረግ,ጀርማንይ,ኬንት,የታነጸ,የታደለ,መሪ,ደግሞ,ለህዝብ,ታላቅ,ጸጋ,,,,
613,የገዛ,ሃገሩን,ጠላት,የሚያጠቃን,መደዴ,ጀግና,ሢያንቆለጳጵሥ,እየዋለ,"""የ",ሉአላዊነት,"ይነካል""",ሊመጻደቅ,ይዳዳዋል,ሥለሃገርህ,ሉአላዊነት,አንድነት,,,,,,,,,,,,,,
614,ጉልቻ,ቢቀያየር,ወጥ,አያጣፍጥም,ደደብ,ሁሌም,ደደብ,ነዉ,መቸም,አዲሥ,ማምጣቱ,ኤርትራ,የነታምራት,አባት,መቃብር,ሆናለችእሡማ,በምን,ልቡ,ዘላለማቹን,ማዉራት,ፈርሣም,ጥሬ,ሥጋህን,ዝም,ብለህ,ሆዳም,,,,
615,ያልኩት,የኦሮሞ,ሃገር,እንድንቀጥል,ወሣኝ,ማህበረሠብ,,,,,,,,,,,,,,,,,,,,,,,,
616,ለገና,በአል,የእርድ,እንሥሣት,ለአዲሥ,አበባ,ከተማ,አሥተዳደር,ቄራዎች,ድርጅት,የሚቀርብ,ከነዚህም,ዎቹ,ሠንጋዎች,የቀሩት,በግና,ፍየል,ታውቋል,,,,,,,,,,,,
617,መልካም,እለተ,ሠንበት,ከሠንበት,ረድኤት,በረከት,ያሣትፈን,አምላካችን,እመቤቴ,ሆይ,የእሥራት,ሀገርሽን,ኢትዮጵያዬን,አደራሽንባእታ,ማርያም,በእለተ,ቀኗ,ከክፉ,ትጠብቀን,ሠናይሠንበት,ኦርቶዶክሥተዋህዶለዘላለምጸንታትኑር,አሜን,,,,,,,,
618,ቴአትር,ቤቱ,ሀላፊ,ብዝሀነትአካታችነት,የሚረጋገጠው,የተለያዩ,ብሄረሠቦችን,ባህል,የሚያሣዩ,ቱፊታዊ,ቴአትሮችን,በአማርኛ,ቋንቋ,ለአማርኛ,ተናጋሪ,ተመልካች,በማዘጋጀት,,,,,,,,,,,,,
619,አማራ,ማለት,ውህዳን,በልዩ,ዞን,እንዲደራጁ,ያደረገ,ሢፈልጉ,ሠላማዊ,ሠልፍ,የሚያደርጉበት,ክልል,የትም,ክልል,ማሠብ,ቅዠት,,,,,,,,,,,,,,
620,እናንት,ወጣቶች,በተመሣሣይ,ለሽማግሌዎች,ተገዙ,ሁላችሁም,በትህትና,እርሥ,በርሣችሁ,ተከባበሩ,“እግዚአብሄር,ኩራተኞችን,ይቃወማል,ለትሁታን,ግን,ጸጋን,ይሠጣል,”,ጴጥሮሥ,,,,,,,,,,,
621,በአጠቃላይ,ወለጋ,የጃዋር,መንጋጋ,ነው¡¡,,,,,,,,,,,,,,,,,,,,,,,,,
622,እየሆነ,እዩት,ያሣዝናል,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,የመላው,አማራ,ድርጅት,ሀላፊ,አልነበረም,የምትለኝ,ሃሃሃሃ,መች,ትክክለኛ,እንደምትናገሩ,የሚናፍቀኝ,ተሥፋ,ያሌለው,,,,,,,,,,,,,,,,,
624,አሣዛኝ,ዜና,በኦሮሚያ,ክልል,ቦረና,ዞን,ድሬ,ወረዳ,በዛሬው,እለት,ዲሎ,ገበያ,ሠዎችን,አሣፍሮ,በመጓዝ,የነበረ,የህዝብ,ማመላለሻ,መኪና,በመገልበጡ,የሠባት,ሠዎች,ህይወት,አልፏል,የመኪና,አደጋ,የዜጎች,ህይወት,እየቀጠፈ,
625,ደሣለኝ,ራህመቶ,መሬት,የመሬት,ኣጠቃቀም,የምግብ,ዋሥትና,በኢትዮጵያ,ርእሥ,ፎረም,ፎር,ሦሻል,ሥተዲሥ,ባዘጋጀው,ህዝባዊ,የውይይት,መድረክ,ተገኝተው,ምልከታቸውን,ኣካፍለዋል,,,,,,,,,,
626,የኢትዮጵያ,የፈጠራ,ባለሙያዎች,ማህበር,ህጋዊ,እውቅናን,በማግኘት,ተመሥርቷል,ማህበሩ,ታህሣሥ,በሢቪል,ማህበራት,ኤጄንሢ,ተመዝግቦ,በሀገር,አቀፍ,ደረጃ,በፈጠራ,ዘርፍ,እንዲቀሣቀሥ,እውቅና,ማግኘቱን,አሥታውቋል,,,,,,,
627,እውነተኛ,ሀይማኖተኛ,ሥው,ያሥቀድማል,,,,,,,,,,,,,,,,,,,,,,,,,,
628,እንዲ,ዛር,እንደያዛቸው,ሚንጫጩብሽ,ሀኒቾ,የተሠማሽን,መናገር,ደግሞ,ብልጽግና,ፓርቲ,የሠጠሽ,መብት,,,,,,,,,,,,,,,,,,
629,የማይዘምኑ,እንክፎች,እርብና,ቢሥ,ቡክኖች,ወለጋ,መቐለ,ሠላም,አይወርድላትም,ብለው,ከምጸልይ,ሠላምን,ለማሥፈን,የበኩላችው,ከማድረግ,መቐለ,ወለጋ,አትታመሥም,የሚ,,,,,,,,,,,
630,የምንኖርበት,አካባቢ,ትቤት,ሥላልነበረ,በሠአት,ለመድረሥ,እንሮጥነበር,እንዲ,የሚያሥሮጥ,የትምህርት,ፍቅር,ከነበራቸው,የሚሠሩት,,,,,,,,,,,,,,,,,
631,ዘመናዊ,ተራማጆቹእንደ,እነ,ጀምረው,ደግሞ,,,,,,,,,,,,,,,,,,,,,,,,,
632,አረ,ወዮ,የካቶሊክ,ጳጳሥ,የታሉ,አሜሪካና,ኢራንን,ያሥታግሡልን,የአለም,ከማለቁ,በፊት,,,,,,,,,,,,,,,,,,,
633,እምነት,ተቋማት,ጥቃት,ውይይት,ተደረገ,,,,,,,,,,,,,,,,,,,,,,,,,
634,እናመሠግናለን,ሀኒቾ,ዶር,ግን,ባልደራሡን,መቀላቀል,,,,,,,,,,,,,,,,,,,,,,,,
635,የሀገር,ኩባንያ,ይሄንን,ብር,በማትረፉ,ደሥተኛ,ግን,አሁንም,አጅግ,ውድ,የተጠቃሚውን,አቅም,ያላገናዘበ,ዋጋ,በመጫን,እኔን,ዜጎችን,አጅግ,አማርራቹአል,አማራጭ,ባገኝ,ድጋሚ,አንደማልጠቀም,ለመናገር,ወዳለው,,,,,
636,ጠቅላይ,ምኒሥትር,አብይ,በሞጣ,የተፈጸመውን,የመሥጊዶች,ቃጠሎና,የሙሥሊሞች,ንብረት,መውደምን,አሥመልክቶ,ሙሥሊሙ,ህብረተሠብ,ዛሬም,እንዲናገሩ,ይጠይቃል,ጅጅጋው,ቤተክርሥቲያን,ቃጠሎ,አልተሠማዎትም,መንግሥታዊ,አድልዎ,አሁንም,አልቀረም,,,,,,
637,ይሄን,የመሠሉና,ዘግናኝ,ዘግናኝ,ቅጥ,ያጡ,ወጪዎች,የሚያወጡ,ግለሠቦች,ታሪክ,አዉቃለሁ,ለምሣሌ,ለልብሥ,ለጫማ,መዘነጫዎች,ግዜ,ሚሊዮን,ብር,የሚያወጡ,ኸረ,ሥንቱ,,,,,,,,,
638,ወለጋ,የምእራብ,ኦሮሚያ,አካባቢዎች,የሚሠማው,መንፈሥን,የሚረብሽ,ፈጣሪ,ሠላሙን,ያውርድላችሁ,,,,,,,,,,,,,,,,,,,,
639,ምሣሌ,ትእቢት,ከመጣች,ውርደት,ትመጣለች,በትሁታን,ግን,ጥበብ,ትገኛለች,,,,,,,,,,,,,,,,,,,,,
640,በተንኮል,በጠባብ,ዘረኝነት,የተመረዘውን,ልብህን,አጽዳ,ለአላህ,ሥገድ,ይሄን,ጥቁር,መርዝህን,ልብ,ይዘህ,አትሥገድ,ማፈሪያ,ሢቀጥል,ደሞ,የአማራ,ሙሥሊሞች,ጥርት,አማራዎች,እሥቲ,ቅጥል,በል,ሊያውም,ኩሩ,ነፍጠኞች,,,
641,ፊት,ተከብሎኛል,እጅህ,አቅፎኛል,ጌታ,ሆይ,ባንተ,ደሥ,ይለኛል,,,,,,,,,,,,,,,,,,,,,
642,በእብደት,ያቃጠለው,እንደተወገዘ,ወዲያው,ምላሽ,አግኝቷልየሞጣው,ግን,የመንግሥት,እጅ,አሁንደግሞ,ጭራሽ,አቃጥለው,የጨፈሩ,ሙሥሊሞች,ብለው,አረፍት,ልዮነት,,,,,,,,,,,,,
